time,x,y,S1,S2,S3,S4
1.2,0.3,0.7,0.07734345417209211,0.003243723954643291,-0.005858624023879925,0.21330116643454014
1.2,0.4,0.7,0.12695315276559715,0.016080428993366522,-0.01914371341913541,0.36753550503516014
1.2,0.5,0.7,0.14965657695661672,0.022840858456458446,-0.026008141227836557,0.43955394090902966
1.2,0.6,0.7,0.12849363847190107,0.020214367980396754,-0.022864830525552295,0.3783738634396599
1.2,0.7,0.7,0.08052120819905438,0.011771296430945807,-0.01353463064054425,0.2356586986925834
1.2,0.8,0.7,0.03663719061705142,0.0038706306734123323,-0.004842617307064269,0.10481951181624868
1.2,0.9,0.7,0.011806031385261855,-0.00038378292986460203,-0.00011579553622759282,0.031135920674431734
1.2,1.0,0.7,0.0023499856076811083,-0.0016893864752835002,0.0014056520075583006,0.0035854724114963788
1.2,0.0,0.8,-0.009152209979993062,-0.02825638626961363,0.0253813214672457,-0.07037749454040046
1.2,0.1,0.8,-0.0023121520227481853,-0.021027746303389258,0.018714479054546297,-0.04027208473672808
1.2,0.2,0.8,0.011147196623424819,-0.013745984706747812,0.011745153509719598,0.007724673193135503
1.2,0.3,0.8,0.03305038123419033,-0.005754674714360846,0.0038214177172068153,0.0795839159144264
1.2,0.4,0.8,0.056581453435484895,0.0017839782873457569,-0.0037642811674243517,0.1550889637187963
1.2,0.5,0.8,0.06754222178027187,0.006158770509255323,-0.008062304165544591,0.19165723106193838
1.2,0.6,0.8,0.05812191304597245,0.00591786853438108,-0.007485329750606038,0.16592711083191433
1.2,0.7,0.8,0.03622812175894467,0.0027728605159523523,-0.0038545272934878486,0.10194140963914963
1.2,0.8,0.8,0.016161764196159185,-0.00028911124847148416,-0.0003677320212261482,0.04300587701788203
1.2,0.9,0.8,0.004854428747092352,-0.0017960033778852613,0.0014034025626595541,0.010149585202013738
1.2,1.0,0.8,0.0006165810859781516,-0.002041520502345755,0.0017844779639429298,-0.001647492141397571
1.2,0.0,0.9,-0.010136404294392411,-0.02845630007950662,0.02559630727942346,-0.07334863614874465
1.2,0.1,0.9,-0.006259297877481729,-0.02182965010377974,0.019577171994924952,-0.05218824693029742
1.2,0.2,0.9,-0.00047875956105152657,-0.01610785397505119,0.01428591922410747,-0.02737312216622644
1.2,0.3,0.9,0.007900694500199522,-0.010863973128091979,0.009317715558346842,0.0036590056348775254
1.2,0.4,0.9,0.016624150515411013,-0.006333624494037661,0.004968308994412128,0.0344610636436048
1.2,0.5,0.9,0.020917510967746276,-0.0033133213550487484,0.0021273203509102816,0.05090092664647817
1.2,0.6,0.9,0.01816466303930693,-0.002199682335781844,0.0012471794224982575,0.045299389338634616
1.2,0.7,0.9,0.011078353267806823,-0.0023365000662728002,0.0016419310345041774,0.02601627027746174
1.2,0.8,0.9,0.004535834829274822,-0.002650977345549279,0.002173021227664754,0.007908048949050114
1.2,0.9,0.9,0.0009073252383053939,-0.0025978596750129137,0.002265954398948717,-0.0017664879580083911
1.2,1.0,0.9,-0.00036766816797624774,-0.0022414933095071757,0.0019996117974757,-0.0046188955413507485
1.2,0.0,1.0,-0.010516183289998761,-0.02853344174891305,0.02567932615404168,-0.07449518440685522
1.2,0.1,1.0,-0.0077823690145380564,-0.02213906822356363,0.019910001816136193,-0.05678623229698798
1.2,0.2,1.0,-0.004964727298887006,-0.01701920308806415,0.015266308152164596,-0.04091586632653317
1.2,0.3,1.0,-0.00180353776971877,-0.012835497819273158,0.01143861922360832,-0.025637326560184918
1.2,0.4,1.0,0.001206387170112827,-0.009465847287880167,0.008337793285868395,-0.012083946355629187
1.2,0.5,1.0,0.0029270555691378428,-0.006968195556180721,0.006059035033691166,-0.003410830355919508
1.2,0.6,1.0,0.002746899694008745,-0.0053319051296243465,0.0046166637139545275,-0.0012456206605993762
1.2,0.7,1.0,0.0013741874135048014,-0.004307935600244165,0.0037626921050638155,-0.0032798448023690207
1.2,0.8,1.0,4.986709143934767e-05,-0.0035623264585622387,0.0031534101557218735,-0.005634695211256597
1.2,0.9,1.0,-0.0006157882446975213,-0.0029073252980596426,0.0025989253242494443,-0.006364562358246151
1.2,1.0,1.0,-0.0007474318220518406,-0.002318661967629405,0.0020826127799437786,-0.005765431832554021
1.28,0.0,0.0,-0.009193807526523937,-0.02376932714997962,0.023155107119677856,-0.06593119631242216
1.28,0.1,0.0,-0.006753521942229921,-0.018429240616303657,0.017947579603677457,-0.0501133003071638
1.28,0.2,0.0,-0.004166228230819624,-0.014131263706612508,0.013747228287627337,-0.03571016528843977
1.28,0.3,0.0,-0.0011868529498341635,-0.01058875588067238,0.010272962218448181,-0.021566485444405245
1.28,0.4,0.0,0.0016800939358582996,-0.007719114677777991,0.007452014669746345,-0.008892538259269752
1.28,0.5,0.0,0.0032909693646087567,-0.00561015146604728,0.005385974516686087,-0.0009093579348683268
1.28,0.6,0.0,0.003029140847756179,-0.004274800801653621,0.004096426412904993,0.0007062980246343106
1.28,0.7,0.0,0.0015959270945649067,-0.0034837718618802166,0.0033510718088422715,-0.0017658480734147354
1.28,0.8,0.0,0.00022512415181311839,-0.0029192822288706044,0.0028242227584063103,-0.00446381933851714
1.28,0.9,0.0,-0.00047764637329585503,-0.0024057620569957715,0.002337033481517767,-0.005457950772749331
1.28,1.0,0.0,-0.000639173711135671,-0.0019277310760199963,0.0018763857346157865,-0.0050615127499557605
1.28,0.0,0.1,-0.008814988351228122,-0.023692623832868586,0.023075296224296177,-0.06478159768584123
1.28,0.1,0.1,-0.005234291105161108,-0.018121592732054208,0.017627596069586672,-0.04550305112213144
1.28,0.2,0.1,0.00030844794325500687,-0.01322512055947421,0.012804700088853871,-0.02213127476787394
1.28,0.3,0.1,0.00849294787124761,-0.008628502171246312,0.008233971261998672,0.0078080164659411625
1.28,0.4,0.1,0.017059054671087672,-0.0046047867052971545,0.004212654250953168,0.037776694847411876
1.28,0.5,0.1,0.021236146703217593,-0.001976157445512838,0.0016060933696185069,0.053547350464595626
1.28,0.6,0.1,0.018408101582985552,-0.0011604728291727863,0.0008570659941118134,0.047375531131315936
1.28,0.7,0.1,0.011275672082575083,-0.001523594392741052,0.0013122073781452154,0.027608458838998068
1.28,0.8,0.1,0.004699800325887745,-0.002013139081732307,0.0018816945596328496,0.009115071182048663
1.28,0.9,0.1,0.0010416195720416746,-0.0020980709533123046,0.0020169285564133597,-0.0008476198687675495
1.28,1.0,0.1,-0.0002603636680524164,-0.0018510058694823637,0.0017965908704006177,-0.003911920938478928
1.28,0.0,0.2,-0.007833261883134997,-0.0234938478849912,0.022868602790014396,-0.061802501936597726
1.28,0.1,0.2,-0.0012970774447548866,-0.01732427002930282,0.01679822776673585,-0.03355508752948099
1.28,0.2,0.2,0.011905149634224165,-0.010876740697543203,0.010362052487439918,0.013060208487781126
1.28,0.3,0.2,0.0335793473035678,-0.0035483880062742775,0.0029499280214629574,0.08393557775705189
1.28,0.4,0.2,0.056915782437336825,0.0034664384811784847,-0.0041826891129222365,0.1587265199192395
1.28,0.5,0.2,0.06774351639884683,0.0074418260480349566,-0.008190022661575485,0.19467932317710213
1.28,0.6,0.2,0.05826478650419117,0.006910708671446259,-0.007538203523934674,0.1683251986571326
1.28,0.7,0.2,0.036362136480179434,0.003556574123091287,-0.003971978419309471,0.10373622194314656
1.28,0.8,0.2,0.016296478906880022,0.00033523792132355136,-0.0005609406887485011,0.04430657913253947
1.28,0.9,0.2,0.0049787981241791865,-0.0013007914699949288,0.0011876816445761627,0.011100262004933466
1.28,1.0,0.2,0.000721404655347993,-0.0016521784296198202,0.0015897672322324758,-0.0009325986813619496
1.28,0.0,0.3,-0.00610418785176765,-0.023143648792164843,0.022504292686917057,-0.056555345845575235
1.28,0.1,0.3,0.005637076512233039,-0.015920074116159328,0.015337678116663324,-0.01251264615523247
1.28,0.2,0.3,0.032329000342826875,-0.006740802675230122,0.006060050840188177,0.0750387968593478
1.28,0.3,0.3,0.07776094178067977,0.005398607503659806,-0.006356288348590327,0.21800970300046524
1.28,0.4,0.3,0.12711037113419926,0.017681218188475636,-0.018968191604437613,0.3717400604084878
1.28,0.5,0.3,0.1496511960415376,0.0240286071817975,-0.025442811855277952,0.44323762080143886
1.28,0.6,0.3,0.12845939493612027,0.021125529205724854,-0.022323767508246356,0.3813389213872276
1.28,0.7,0.3,0.0805437439453195,0.012503602187455687,-0.013278247469286313,0.23781038463848264
1.28,0.8,0.3,0.036720365713487677,0.004471211356942088,-0.004863007368956392,0.10628518026119305
1.28,0.9,0.3,0.011912908246387344,0.0001033685634205279,-0.0002728505177249137,0.032142614795033546
1.28,1.0,0.3,0.0024504459636206124,-0.0013020527182052285,0.0012255713018549902,0.004314337716891156
1.28,0.0,0.4,-0.0042110278209028075,-0.02276030443322407,0.022105586627388943,-0.05081041032004281
1.28,0.1,0.4,0.013229451300580857,-0.014382571447748311,0.013738419710981614,0.01052728452643132
1.28,0.2,0.4,0.054691629367606916,-0.002212221446749213,0.001349650899252277,0.14290078269358666
1.28,0.3,0.4,0.1261365938924895,0.015194991867058631,-0.016546051934951136,0.3648112931364898
1.28,0.4,0.4,0.20396831458374357,0.03324537448782668,-0.03515726910725954,0.6049744119419147
1.28,0.5,0.4,0.23933408030827025,0.042189881437867095,-0.04433330940744681,0.7153907259337543
1.28,0.6,0.4,0.20531736149564145,0.036689688363951055,-0.03851285736410091,0.6145732482258187
1.28,0.7,0.4,0.12891938405883743,0.022299946190295645,-0.023467902017666124,0.384611868360722
1.28,0.8,0.4,0.05908300387048027,0.008999770695996395,-0.009573423341058818,0.174147172910536
1.28,0.9,0.4,0.019505303759538045,0.0016409042526844225,-0.0018721140581454646,0.05518265875568151
1.28,1.0,0.4,0.004343625729552111,-0.0009186675322830047,0.0008268037495305675,0.010059455483270282
1.28,0.0,0.5,-0.0033586088190372433,-0.022587707596728047,0.021926086944273553,-0.04822358672119615
1.28,0.1,0.5,0.016648099893853956,-0.01369027600876837,0.013018346619668263,0.020901620869982977
1.28,0.2,0.5,0.06476099497749309,-0.00017314304539197333,-0.0007712970894076897,0.17345740634409648
1.28,0.3,0.5,0.1479189854829198,0.019606017344020957,-0.021134144068879222,0.4309124721090503
1.28,0.4,0.5,0.2385757028244338,0.04025359416179447,-0.042446907816287,0.7099945395112974
1.28,0.5,0.5,0.2797161914893963,0.05036748558828559,-0.05283921690600146,0.8379348722672868
1.28,0.6,0.5,0.23992470689128817,0.04369786435206224,-0.04580242222729943,0.7195932182491905
1.28,0.7,0.5,0.15070181075753644,0.026711014886691985,-0.028056115542607812,0.45071312905223204
1.28,0.8,0.5,0.06915238246839452,0.011038881651783947,-0.011694424009642343,0.2047038340129685
1.28,0.9,0.5,0.02292397546278802,0.0023332025505395128,-0.0025921995024914164,0.06555697040439742
1.28,1.0,0.5,0.005196080829422625,-0.0007460352824815207,0.0006472390334590124,0.01264629183920387
1.28,0.0,0.6,-0.0042110278209028075,-0.02276030443322407,0.022105586627388943,-0.05081041032004281
1.28,0.1,0.6,0.013229451300580857,-0.014382571447748311,0.013738419710981614,0.01052728452643132
1.28,0.2,0.6,0.054691629367606916,-0.002212221446749213,0.001349650899252277,0.14290078269358666
1.28,0.3,0.6,0.1261365938924895,0.015194991867058631,-0.016546051934951136,0.3648112931364898
1.28,0.4,0.6,0.20396831458374357,0.03324537448782668,-0.03515726910725954,0.6049744119419147
1.28,0.5,0.6,0.23933408030827025,0.042189881437867095,-0.04433330940744681,0.7153907259337543
1.28,0.6,0.6,0.20531736149564145,0.036689688363951055,-0.03851285736410091,0.6145732482258187
1.28,0.7,0.6,0.12891938405883743,0.022299946190295645,-0.023467902017666124,0.384611868360722
1.28,0.8,0.6,0.05908300387048027,0.008999770695996395,-0.009573423341058818,0.174147172910536
1.28,0.9,0.6,0.019505303759538045,0.0016409042526844225,-0.0018721140581454646,0.05518265875568151
1.28,1.0,0.6,0.004343625729552111,-0.0009186675322830047,0.0008268037495305675,0.010059455483270282
1.28,0.0,0.7,-0.0061041878517676465,-0.023143648792164843,0.022504292686917057,-0.056555345845575235
1.28,0.1,0.7,0.00563707651223305,-0.01592007411615932,0.015337678116663322,-0.012512646155232444
1.28,0.2,0.7,0.03232900034282689,-0.006740802675230122,0.0060600508401881786,0.07503879685934786
1.28,0.3,0.7,0.07776094178067981,0.005398607503659818,-0.006356288348590334,0.21800970300046538
1.28,0.4,0.7,0.12711037113419935,0.017681218188475647,-0.01896819160443763,0.37174006040848795
1.28,0.5,0.7,0.14965119604153765,0.024028607181797508,-0.025442811855277952,0.44323762080143897
1.28,0.6,0.7,0.12845939493612032,0.021125529205724865,-0.02232376750824637,0.3813389213872277
1.28,0.7,0.7,0.08054374394531955,0.012503602187455694,-0.013278247469286315,0.23781038463848275
1.28,0.8,0.7,0.0367203657134877,0.0044712113569420914,-0.004863007368956402,0.1062851802611931
1.28,0.9,0.7,0.011912908246387351,0.00010336856342052899,-0.00027285051772491615,0.03214261479503357
1.28,1.0,0.7,0.002450445963620615,-0.001302052718205228,0.0012255713018549902,0.004314337716891166
1.28,0.0,0.8,-0.007833261883134999,-0.0234938478849912,0.022868602790014396,-0.061802501936597726
1.28,0.1,0.8,-0.0012970774447548896,-0.01732427002930282,0.01679822776673585,-0.03355508752948101
1.28,0.2,0.8,0.011905149634224153,-0.010876740697543207,0.010362052487439922,0.013060208487781102
1.28,0.3,0.8,0.03357934730356778,-0.003548388006274281,0.002949928021462963,0.08393557775705186
1.28,0.4,0.8,0.056915782437336776,0.0034664384811784773,-0.004182689112922228,0.15872651991923942
1.28,0.5,0.8,0.0677435163988468,0.007441826048034949,-0.008190022661575482,0.19467932317710204
1.28,0.6,0.8,0.05826478650419113,0.0069107086714462525,-0.00753820352393467,0.1683251986571325
1.28,0.7,0.8,0.03636213648017942,0.003556574123091287,-0.003971978419309471,0.1037362219431465
1.28,0.8,0.8,0.01629647890688001,0.00033523792132354984,-0.0005609406887484994,0.04430657913253945
1.28,0.9,0.8,0.00497879812417918,-0.00130079146999493,0.0011876816445761634,0.011100262004933449
1.28,1.0,0.8,0.000721404655347992,-0.0016521784296198202,0.0015897672322324752,-0.0009325986813619531
1.28,0.0,0.9,-0.008814988351228122,-0.023692623832868586,0.023075296224296177,-0.06478159768584123
1.28,0.1,0.9,-0.005234291105161108,-0.018121592732054208,0.017627596069586672,-0.04550305112213144
1.28,0.2,0.9,0.00030844794325500687,-0.01322512055947421,0.012804700088853871,-0.02213127476787394
1.28,0.3,0.9,0.00849294787124761,-0.008628502171246312,0.008233971261998672,0.0078080164659411625
1.28,0.4,0.9,0.017059054671087672,-0.0046047867052971545,0.004212654250953168,0.037776694847411876
1.28,0.5,0.9,0.021236146703217593,-0.001976157445512838,0.0016060933696185069,0.053547350464595626
1.28,0.6,0.9,0.018408101582985552,-0.0011604728291727863,0.0008570659941118134,0.047375531131315936
1.28,0.7,0.9,0.011275672082575083,-0.001523594392741052,0.0013122073781452154,0.027608458838998068
1.28,0.8,0.9,0.004699800325887745,-0.002013139081732307,0.0018816945596328496,0.009115071182048663
1.28,0.9,0.9,0.0010416195720416746,-0.0020980709533123046,0.0020169285564133597,-0.0008476198687675495
1.28,1.0,0.9,-0.0002603636680524164,-0.0018510058694823637,0.0017965908704006177,-0.003911920938478928
1.28,0.0,1.0,-0.009193807526523937,-0.02376932714997962,0.023155107119677856,-0.06593119631242216
1.28,0.1,1.0,-0.006753521942229921,-0.018429240616303657,0.017947579603677457,-0.0501133003071638
1.28,0.2,1.0,-0.004166228230819624,-0.014131263706612508,0.013747228287627337,-0.03571016528843977
1.28,0.3,1.0,-0.0011868529498341635,-0.01058875588067238,0.010272962218448181,-0.021566485444405245
1.28,0.4,1.0,0.0016800939358582996,-0.007719114677777991,0.007452014669746345,-0.008892538259269752
1.28,0.5,1.0,0.0032909693646087567,-0.00561015146604728,0.005385974516686087,-0.0009093579348683268
1.28,0.6,1.0,0.003029140847756179,-0.004274800801653621,0.004096426412904993,0.0007062980246343106
1.28,0.7,1.0,0.0015959270945649067,-0.0034837718618802166,0.0033510718088422715,-0.0017658480734147354
1.28,0.8,1.0,0.00022512415181311839,-0.0029192822288706044,0.0028242227584063103,-0.00446381933851714
1.28,0.9,1.0,-0.00047764637329585503,-0.0024057620569957715,0.002337033481517767,-0.005457950772749331
1.28,1.0,1.0,-0.000639173711135671,-0.0019277310760199963,0.0018763857346157865,-0.0050615127499557605
1.36,0.0,0.0,-0.007874803852813694,-0.019832301548305405,0.020824708368931688,-0.058115769000406506
1.36,0.1,0.0,-0.005727202925903413,-0.015363607263152808,0.016135557568320746,-0.04402403157443327
1.36,0.2,0.0,-0.003369430696727967,-0.01174517211477454,0.012343811156125872,-0.03096085792037138
1.36,0.3,0.0,-0.0005709938725489311,-0.008733136385226882,0.00919461897084845,-0.017854544022028594
1.36,0.4,0.0,0.002153789953022934,-0.006277345070548471,0.006630736224291595,-0.005985018153847758
1.36,0.5,0.0,0.0036553578130874118,-0.0044898835164788944,0.0047604818364649065,0.0013676912114923682
1.36,0.6,0.0,0.0033118647363556387,-0.0034029407307161006,0.0036126086990891197,0.0024826515895596635
1.36,0.7,0.0,0.0018178564925278027,-0.0028037723680175847,0.0029688404529335595,-0.00038729929040060744
1.36,0.8,0.0,0.000400282042027136,-0.002388373629624284,0.0025192923355737097,-0.003396719102900722
1.36,0.9,0.0,-0.00033974124881573035,-0.0019914410012719323,0.0020949091911060293,-0.004631063147971184
1.36,1.0,0.0,-0.0005311647920867619,-0.0016047080979652282,0.0016859135387768858,-0.004419234818300827
1.36,0.0,0.1,-0.007496851152071972,-0.01975608887005871,0.02074759638227191,-0.05696375490782195
1.36,0.1,0.1,-0.004211442081782476,-0.015057936780801234,0.01582638105194822,-0.03940407154621268
1.36,0.2,0.1,0.0010950417319970426,-0.010844847973586065,0.01143313101165349,-0.01735334204619166
1.36,0.3,0.1,0.009086729455280643,-0.006785478345991378,0.007224532738328349,0.011581860422743923
1.36,0.4,0.1,0.017497685828901356,-0.0031830184945654573,0.003500834283812532,0.040782590612135426
1.36,0.5,0.1,0.021559618674521,-0.0008792277346009697,0.0011083211651344259,0.05593919057149733
1.36,0.6,0.1,0.01865576061223406,-0.0003086141547330878,0.00048270675861005483,0.04925026035554284
1.36,0.7,0.1,0.011475533200644638,-0.0008561796516106423,0.0009988662110730954,0.029048930836714688
1.36,0.8,0.1,0.004864754470752142,-0.00148804948843581,0.0016086121911013313,0.010210796771278981
1.36,0.9,0.1,0.001176048820267061,-0.0016857314133567217,0.0017856282868704864,-1.102834854421243e-05
1.36,1.0,0.1,-0.00015321682486892495,-0.0015284778041765655,0.001608815475821595,-0.0032672236180440574
1.36,0.0,0.2,-0.006517355970504333,-0.019558585831716505,0.020547877509570205,-0.053978358140090194
1.36,0.1,0.2,-0.00028320376784420564,-0.01426573498128065,0.015025044647924726,-0.02743092331863864
1.36,0.2,0.2,0.012665306503171367,-0.008511546855983269,0.00907301845817422,0.01791233667877866
1.36,0.3,0.2,0.03411593733571415,-0.0017379858245491736,0.0021190343933146336,0.08786990848810863
1.36,0.4,0.2,0.057263528192130105,0.004836369584732644,-0.004610820424307539,0.16198735545425103
1.36,0.5,0.2,0.06796095091364315,0.008478275492111565,-0.008356781039236653,0.19736866661344082
1.36,0.6,0.2,0.058421568601469034,0.007710736962289254,-0.007628881190929625,0.1704548868194405
1.36,0.7,0.2,0.03650479243431477,0.004191360577118157,-0.00410675804830475,0.10533715611206447
1.36,0.8,0.2,0.016434999436456398,0.0008452490242218724,-0.0007514883512357514,0.045476493900147415
1.36,0.9,0.2,0.0051042579092434835,-0.0008935687193997678,0.0009843962707100078,0.011962045107823437
1.36,1.0,0.2,0.0008263099044652782,-0.0013309296634928772,0.0014089826998979536,-0.00028163123642915486
1.36,0.0,0.3,-0.004792230476478841,-0.019210643230765434,0.020195888148999246,-0.04872016368121792
1.36,0.1,0.3,0.006635136391551381,-0.012870557700784525,0.013613841555544313,-0.006344126185833439
1.36,0.2,0.3,0.03304258694559893,-0.004402170031582019,0.004916382429617808,0.08002156038764345
1.36,0.3,0.3,0.07819679273162684,0.007151553710613248,-0.006872724665498307,0.22222665309590853
1.36,0.4,0.3,0.1272980677114705,0.018959861940017378,-0.01889671694698327,0.37544991896740115
1.36,0.5,0.3,0.14968186546169387,0.024958530102345444,-0.025026586271059456,0.4464508921445437
1.36,0.6,0.3,0.12845612268933318,0.02183426367490463,-0.021914832461043553,0.3839176071147067
1.36,0.7,0.3,0.08058566007594647,0.013080928472833387,-0.013098562339196958,0.23969393665930372
1.36,0.8,0.3,0.036812311930073005,0.004954656814121037,-0.004908181623013606,0.10758573514455336
1.36,0.9,0.3,0.012022560868418112,0.0005015797388863124,-0.0004267872077315807,0.03304876109807591
1.36,1.0,0.3,0.002551408584248087,-0.000983049780425263,0.0010570933188444461,0.004976370500887756
1.36,0.0,0.4,-0.0029033835981129,-0.01882975636513812,0.01981064819168173,-0.04296310175120932
1.36,0.1,0.4,0.01421019961145173,-0.011342928835515412,0.012068626754966623,0.016744371618708283
1.36,0.2,0.4,0.05535422856153399,9.732429979835864e-05,0.0003651511040023978,0.14802659486662323
1.36,0.3,0.4,0.12646213777303722,0.016885017603904613,-0.016718162126119193,0.3693376661546824
1.36,0.4,0.4,0.20398076910137702,0.034424064370010575,-0.03453875693127517,0.6091759060832964
1.36,0.5,0.4,0.2391602629437861,0.043003172400612764,-0.043278761704723674,0.719177667440309
1.36,0.6,0.4,0.20513884388470974,0.03729846870984295,-0.03755688445647765,0.6176435758267038
1.36,0.7,0.4,0.1288509956978651,0.022814355865506234,-0.022943907423097033,0.38680485654297303
1.36,0.8,0.4,0.059123958279531943,0.009454133529959443,-0.009459426872333518,0.17559077251586092
1.36,0.9,0.4,0.019597641483069347,0.0020292348214203454,-0.0019720096111059,0.05613735844906847
1.36,1.0,0.4,0.004440270031137732,-0.0006021285574673013,0.0006717986140887324,0.010733589213012408
1.36,0.0,0.5,-0.0020529033472493873,-0.01865826429547314,0.019637209376240028,-0.04037082386201235
1.36,0.1,0.5,0.01762105709358939,-0.010655079199402716,0.011372883976594238,0.027140576041366334
1.36,0.2,0.5,0.06540063483255279,0.002123311035004394,-0.0016841318640480594,0.17864763335575676
1.36,0.3,0.5,0.14819486771952967,0.0212677188867732,-0.021151227888952587,0.4355781894517836
1.36,0.4,0.5,0.2385092417597679,0.04138727084398185,-0.041582070134140524,0.714417391877925
1.36,0.5,0.5,0.279450302276458,0.05112825783703349,-0.05149725430465732,0.8419801361482878
1.36,0.6,0.5,0.23966728216910685,0.04426163822153846,-0.0446001309007626,0.7228849232431144
1.36,0.7,0.5,0.15058375486931938,0.027197096253938454,-0.02737707757379343,0.4530454546112807
1.36,0.8,0.5,0.06917037679626972,0.011480148625718282,-0.011508755072463241,0.20621184694443376
1.36,0.9,0.5,0.02300851877067707,0.002717087062478157,-0.0026677644006204712,0.0665335444678284
1.36,1.0,0.5,0.005290782333190289,-0.00043060552230440115,0.0004983025554255729,0.013325884637750564
1.36,0.0,0.6,-0.0029033835981129,-0.01882975636513812,0.01981064819168173,-0.04296310175120932
1.36,0.1,0.6,0.01421019961145173,-0.011342928835515412,0.012068626754966623,0.016744371618708283
1.36,0.2,0.6,0.05535422856153399,9.732429979835864e-05,0.0003651511040023978,0.14802659486662323
1.36,0.3,0.6,0.12646213777303722,0.016885017603904613,-0.016718162126119193,0.3693376661546824
1.36,0.4,0.6,0.20398076910137702,0.034424064370010575,-0.03453875693127517,0.6091759060832964
1.36,0.5,0.6,0.2391602629437861,0.043003172400612764,-0.043278761704723674,0.719177667440309
1.36,0.6,0.6,0.20513884388470974,0.03729846870984295,-0.03755688445647765,0.6176435758267038
1.36,0.7,0.6,0.1288509956978651,0.022814355865506234,-0.022943907423097033,0.38680485654297303
1.36,0.8,0.6,0.059123958279531943,0.009454133529959443,-0.009459426872333518,0.17559077251586092
1.36,0.9,0.6,0.019597641483069347,0.0020292348214203454,-0.0019720096111059,0.05613735844906847
1.36,1.0,0.6,0.004440270031137732,-0.0006021285574673013,0.0006717986140887324,0.010733589213012408
1.36,0.0,0.7,-0.004792230476478838,-0.019210643230765434,0.020195888148999246,-0.04872016368121791
1.36,0.1,0.7,0.006635136391551392,-0.01287055770078452,0.01361384155554431,-0.006344126185833413
1.36,0.2,0.7,0.033042586945598945,-0.004402170031582019,0.00491638242961781,0.0800215603876435
1.36,0.3,0.7,0.07819679273162689,0.00715155371061326,-0.006872724665498315,0.22222665309590867
1.36,0.4,0.7,0.1272980677114706,0.018959861940017385,-0.018896716946983288,0.3754499189674013
1.36,0.5,0.7,0.14968186546169393,0.02495853010234545,-0.025026586271059456,0.4464508921445438
1.36,0.6,0.7,0.12845612268933324,0.02183426367490464,-0.021914832461043567,0.3839176071147068
1.36,0.7,0.7,0.08058566007594652,0.013080928472833394,-0.01309856233919696,0.23969393665930383
1.36,0.8,0.7,0.036812311930073026,0.0049546568141210405,-0.004908181623013616,0.10758573514455341
1.36,0.9,0.7,0.012022560868418119,0.0005015797388863135,-0.0004267872077315829,0.03304876109807593
1.36,1.0,0.7,0.00255140858424809,-0.0009830497804252626,0.0010570933188444461,0.004976370500887765
1.36,0.0,0.8,-0.006517355970504335,-0.019558585831716505,0.020547877509570205,-0.053978358140090194
1.36,0.1,0.8,-0.00028320376784420867,-0.01426573498128065,0.015025044647924726,-0.02743092331863866
1.36,0.2,0.8,0.012665306503171355,-0.00851154685598327,0.009073018458174223,0.017912336678778635
1.36,0.3,0.8,0.03411593733571413,-0.0017379858245491766,0.0021190343933146388,0.0878699084881086
1.36,0.4,0.8,0.057263528192130056,0.004836369584732637,-0.004610820424307529,0.16198735545425091
1.36,0.5,0.8,0.06796095091364313,0.008478275492111557,-0.00835678103923665,0.19736866661344074
1.36,0.6,0.8,0.058421568601469,0.007710736962289248,-0.007628881190929621,0.17045488681944038
1.36,0.7,0.8,0.03650479243431476,0.004191360577118157,-0.00410675804830475,0.1053371561120644
1.36,0.8,0.8,0.01643499943645639,0.0008452490242218709,-0.0007514883512357501,0.045476493900147394
1.36,0.9,0.8,0.0051042579092434774,-0.0008935687193997691,0.0009843962707100087,0.011962045107823418
1.36,1.0,0.8,0.0008263099044652772,-0.0013309296634928772,0.001408982699897953,-0.00028163123642915833
1.36,0.0,0.9,-0.007496851152071972,-0.01975608887005871,0.02074759638227191,-0.05696375490782195
1.36,0.1,0.9,-0.004211442081782476,-0.015057936780801234,0.01582638105194822,-0.03940407154621268
1.36,0.2,0.9,0.0010950417319970426,-0.010844847973586065,0.01143313101165349,-0.01735334204619166
1.36,0.3,0.9,0.009086729455280643,-0.006785478345991378,0.007224532738328349,0.011581860422743923
1.36,0.4,0.9,0.017497685828901356,-0.0031830184945654573,0.003500834283812532,0.040782590612135426
1.36,0.5,0.9,0.021559618674521,-0.0008792277346009697,0.0011083211651344259,0.05593919057149733
1.36,0.6,0.9,0.01865576061223406,-0.0003086141547330878,0.00048270675861005483,0.04925026035554284
1.36,0.7,0.9,0.011475533200644638,-0.0008561796516106423,0.0009988662110730954,0.029048930836714688
1.36,0.8,0.9,0.004864754470752142,-0.00148804948843581,0.0016086121911013313,0.010210796771278981
1.36,0.9,0.9,0.001176048820267061,-0.0016857314133567217,0.0017856282868704864,-1.102834854421243e-05
1.36,1.0,0.9,-0.00015321682486892495,-0.0015284778041765655,0.001608815475821595,-0.0032672236180440574
1.36,0.0,1.0,-0.007874803852813694,-0.019832301548305405,0.020824708368931688,-0.058115769000406506
1.36,0.1,1.0,-0.005727202925903413,-0.015363607263152808,0.016135557568320746,-0.04402403157443327
1.36,0.2,1.0,-0.003369430696727967,-0.01174517211477454,0.012343811156125872,-0.03096085792037138
1.36,0.3,1.0,-0.0005709938725489311,-0.008733136385226882,0.00919461897084845,-0.017854544022028594
